ID,numax,delta_nu,e_delta_nu,epsilon,e_epsilon,alpha,e_alpha,D,e_D,delta_Pi,e_delta_Pi,q,e_q,epsilon_g,e_epsilon_g,f_shift,e_f_shift,Omega_g,e_Omega_g,Omega_p,e_Omega_p,Teff,e_Teff,Lum,e_Lum,Fe/H,e_Fe/H,mass,e_mass,radius,e_radius,inclination,e_inclination,linewidth0,e_linewidth0,age,e_age,ruwe
KIC7446517,137.666216,11.090094,0.010065,0.210488,0.012049,0.0072,0.000914,0.237586,0.005115,75.554035,0.017028,0.131904,0.002362,0.232137,0.021551,0.565906,0.016896,7.110615,0.035444,0.255924,0.075325,4840.9,89.2,1.169,0.026,-0.121,-0.014,1.53,0.09,6.1,0.13,64.62345,1.798036,0.072459,0.009545,5.455,0.9005,1.200727
KIC7446648,147.389363,12.014929,0.011703,0.23602,0.012302,0.005959,0.000912,0.26648,0.006143,80.231157,0.013656,0.135014,0.002112,0.257856,0.014081,0.675233,0.019992,6.033219,0.033864,0.021866,0.090315,4794.8,86.2,1.165,0.0625,0.039,-0.0115,1.24,0.06,5.37,0.09,84.760919,1.041432,0.048068,0.003989,6.559,1.65,0.944453
KIC7449151,109.04226,9.612278,0.007048,0.152112,0.00863,0.010032,0.000691,0.227688,0.004238,77.347693,0.016732,0.129786,0.002651,0.175121,0.025821,0.585116,0.020743,3.790756,0.030166,0.056435,0.079317,4720.7,89.45,1.229,0.241,-0.003,0.0095,1.36,0.08,6.49,0.14,55.31306,1.593564,0.063541,0.006985,8.179,0.97,0.976246
KIC7450230,214.29,16.82683,0.004915,0.318737,0.003835,0.004784,0.000308,0.373695,0.004708,89.283393,0.007914,0.170487,0.001094,0.241592,0.004494,0.704059,0.015974,4.004554,0.026319,0.100474,0.051957,4832.8,78.4,0.904,0.0275,-0.072,0.001,1.01,0.05,3.99,0.07,79.196109,1.848246,0.054167,0.003827,8.296,1.902,1.131719
KIC7451634,234.09,17.278564,0.009689,0.358275,0.007795,0.004067,0.000452,0.369507,0.005437,87.369819,0.016219,0.159059,0.001263,0.256926,0.008948,0.700698,0.017548,7.481259,0.054048,0.196913,0.061669,4924,85,0.95,0.016,-0.092,-0.0055,1.39,0.09,4.41,0.1,84.165256,1.602099,0.044659,0.004204,5.227,1.09,1.167925
KIC7462181,177.582767,14.490046,0.008758,0.295727,0.007578,0.006577,0.000637,0.319191,0.004914,85.492802,0.01911,0.154127,0.001512,0.226478,0.014845,0.727171,0.017367,4.525059,0.048411,0.04171,0.075551,5001.7,98.35,1.046,0.5975,-0.136,-0.019,1.1,0.07,4.57,0.1,66.026899,1.321385,0.065804,0.004104,12.016,1.351,12.239473
KIC7468195,242.22,18.319404,0.011406,0.418578,0.008275,-0.002532,0.000666,0.400717,0.005581,91.773278,0.030626,0.171166,0.001225,0.288402,0.0155,0.683198,0.018553,7.264733,0.070994,0.230088,0.093139,4948.1,93.95,0.895,0.019,-0.062,-0.0125,1.1,0.07,3.89,0.09,34.270515,2.016439,0.05518,0.005078,9999,9999,1.04603
KIC7468295,200.62,15.848183,0.03656,0.376361,0.029836,0.003065,0.003882,0.35841,0.007268,87.317672,0.057942,0.171524,0.002075,0.258393,0.038644,0.682991,0.024227,3.8372,0.069785,0.084071,0.098109,4961.8,95.7,1.036,0.025,-0.269,-0.0045,1.1,0.07,4.27,0.1,59.214005,2.450996,0.034454,0.005858,9999,9999,1.078254
KIC7468893,93.327131,7.898954,0.009766,0.011433,0.014552,0.009534,0.001129,0.179996,0.00497,83.524653,0.040298,0.132164,0.008495,0.453995,0.059838,0.52805,0.027402,9999,9999,9999,9999,4884,95.15,1.502,0.4365,-0.108,0.0125,1.7,0.08,7.91,0.14,9999,9999,9999,9999,2.145,0.221,0.912611
KIC7501656,180.967089,14.474722,0.006177,0.262272,0.005687,0.0068,0.000425,0.317136,0.00462,85.041605,0.012051,0.159183,0.001421,0.246678,0.009212,0.689068,0.015748,4.05032,0.030036,0.158986,0.063633,4929.8,80.6,1.047,0.0055,-0.116,0.013,1.31,0.08,4.89,0.11,73.655853,1.631466,0.059769,0.003955,12.507,2.2525,1.016583
KIC7501667,175.162747,13.949548,0.011395,0.260481,0.010058,0.00639,0.000654,0.294763,0.005235,84.943631,0.017573,0.143533,0.00176,0.233458,0.01383,0.734469,0.016328,6.170296,0.036272,-0.069178,0.067673,4589.7,75.8,0.966,0.023,0.344,-0.013,1.1,0.05,4.66,0.08,86.302757,1.216084,0.054227,0.004387,7.478,0.481,1.060285
KIC7501722,132.408086,11.034978,0.008084,0.18258,0.00975,0.006911,0.000809,0.243222,0.004839,79.031937,0.014186,0.121979,0.002125,0.241191,0.017077,0.668162,0.017683,3.510416,0.031634,0.201891,0.056864,4688.1,79.4,1.132,0.0085,0.259,0.008,1.23,0.06,5.66,0.1,83.888614,1.407976,0.064555,0.006449,7.764,1.4925,0.996967
KIC7502128,128.845244,11.09665,0.007691,0.236643,0.008906,0.003855,0.000871,0.244698,0.00519,79.92421,0.017665,0.131246,0.002234,0.24767,0.022012,0.684934,0.019984,4.142496,0.05029,0.047756,0.092063,4798.7,85.15,1.143,0.0105,-0.009,-0.0195,1.28,0.08,5.77,0.13,32.72106,1.709154,0.057508,0.00538,8.373,1.0215,0.989679
KIC7502686,228.27,16.888428,0.021408,0.413888,0.017148,-0.003135,0.001302,0.307731,0.007749,93.421673,0.028655,0.17173,0.001524,0.255094,0.014371,0.725129,0.019664,8.43523,0.13503,-0.056562,0.109066,5126.1,93.55,1.038,0.666,-0.287,-0.0015,1.55,0.16,4.65,0.17,39.089459,2.646522,0.068187,0.007448,2.995,0.3015,4.90234
KIC7504619,233.42,17.580583,0.005408,0.378371,0.004288,0.002677,0.000366,0.385974,0.004871,90.062311,0.009975,0.170214,0.001018,0.252855,0.005295,0.611087,0.015548,3.817989,0.034518,0.191593,0.055827,4888.6,83.2,0.95,0.0125,-0.014,0.0135,1.12,0.05,4.02,0.07,61.023806,2.491841,0.055233,0.004387,6.367,0.8415,0.916321
KIC7509720,74.232372,7.223916,0.01506,-0.05379,0.021133,0.014062,0.001776,0.179567,0.006071,70.362187,0.041463,0.152094,0.009457,0.400696,0.107196,0.443589,0.038043,4.409919,0.073464,0.041589,0.197074,4907.6,90.9,1.481,0.4775,-0.435,-0.0125,1.46,0.09,8.09,0.19,60.583546,4.449091,0.079035,0.013964,9999,9999,0.999461
KIC7509923,169.65937,13.269915,0.009103,0.252117,0.009133,0.007084,0.000527,0.298972,0.004715,80.856942,0.015344,0.1297,0.001775,0.435943,0.013953,0.684471,0.017776,4.905036,0.037773,0.032383,0.065186,4804.4,80.1,1.085,0.017,0.098,0.019,1.46,0.09,5.37,0.12,82.929728,1.280369,0.045253,0.00333,4.97,0.58,1.047547
KIC7510539,173.991287,13.827758,0.006495,0.273133,0.006081,0.00477,0.000504,0.298973,0.00543,82.600901,0.01765,0.148076,0.001458,0.283181,0.015037,0.653362,0.017162,4.567083,0.040548,0.121542,0.063862,4919.8,81.65,1.127,0.0245,-0.107,-0.004,1.28,0.06,4.96,0.09,63.266151,1.509486,0.055955,0.004717,9999,9999,1.046506
KIC7511264,134.182009,11.310457,0.006154,0.201215,0.00669,0.006338,0.00051,0.252669,0.004878,79.834498,0.019419,0.121508,0.002173,0.310838,0.023283,0.661419,0.017757,5.990479,0.042162,0.295023,0.074989,4729.9,79.85,1.159,0.0935,0.207,0.0185,1.22,0.06,5.58,0.1,45.559962,1.621434,0.059027,0.005972,8.084,0.96,1.049193
KIC7516024,121.061499,10.562144,0.007896,0.208306,0.008745,0.00393,0.000899,0.238069,0.005617,77.74047,0.020042,0.144709,0.002652,0.251304,0.027422,0.639062,0.019802,3.391618,0.038816,-0.091628,0.086655,4970.5,82.05,1.262,0.1375,-0.37,0.0185,1.44,0.09,6.22,0.14,70.402393,1.453878,0.060172,0.005597,9999,9999,1.585866
KIC7516156,163.72448,12.615752,0.010544,0.305043,0.011109,0.001682,0.000835,0.26511,0.005144,81.405042,0.023342,0.146158,0.001856,0.271915,0.021079,0.544167,0.018314,11.535076,0.05484,0.243628,0.08392,4998.8,76.6,1.165,0.1085,-0.227,-0.02,1.72,0.09,5.84,0.11,49.229822,2.026792,0.176986,0.022292,3.436,0.573,1.124217
KIC7516351,157.184987,13.163079,0.010847,0.291627,0.009781,0.006205,0.000785,0.290597,0.005962,83.096732,0.015463,0.153261,0.001519,0.189206,0.014464,0.721876,0.020035,3.416606,0.049917,0.077741,0.094261,4877.3,84.8,1.031,0.0175,-0.175,-0.002,1.21,0.07,5.05,0.11,35.982304,2.245617,0.050221,0.005501,9999,9999,0.955089
KIC7523016,162.375076,13.880409,0.014733,0.269194,0.012843,0.004183,0.001198,0.320357,0.0066,83.590539,0.026667,0.169265,0.002831,0.233534,0.022405,0.759208,0.027873,9999,9999,9999,9999,4931.2,81.3,1.039,0.018,-0.069,-0.022,1.15,0.07,4.79,0.11,9999,9999,9999,9999,9999,9999,1.032472
KIC7523164,103.614137,9.145103,0.008617,0.158567,0.011213,0.004083,0.000889,0.200507,0.004484,75.566148,0.017904,0.120668,0.003045,0.19502,0.030683,0.565742,0.01865,7.745403,0.031471,0.017975,0.081723,4746.5,90.3,1.219,0.1,-0.007,0.003,1.39,0.09,6.74,0.15,53.025412,3.085548,0.080629,0.009964,9999,9999,1.01876
KIC7529215,92.861471,8.378683,0.010469,0.111829,0.013728,0.007045,0.001214,0.179352,0.005688,72.578867,0.015248,0.124985,0.003417,0.049595,0.031456,0.578369,0.020353,2.538126,0.029458,0.028754,0.092787,4933.8,81.5,1.384,0.2535,-0.274,-0.0175,1.23,0.06,6.78,0.13,57.955267,1.709688,0.065851,0.006309,8.764,0.99,0.871726
KIC7530088,167.121807,13.37803,0.010383,0.289447,0.01076,0.004878,0.000825,0.299792,0.006175,81.927798,0.017179,0.147525,0.001809,0.237272,0.015346,0.66445,0.019879,4.167149,0.039118,0.002531,0.07083,4926.2,82.9,1.158,0.0245,-0.167,0.019,1.46,0.09,5.35,0.12,80.182818,1.854246,0.067809,0.007257,7.576,1.672,0.948984
KIC7530849,105.840806,8.820707,0.007153,0.103235,0.009767,0.009114,0.000828,0.182801,0.005278,75.818327,0.02008,0.11719,0.003269,0.17696,0.033596,0.500155,0.01942,4.006856,0.043552,0.042391,0.087865,4872,80,1.413846,0.032594,0.04,0.15,1.59,0.08,7.16,0.13,37.27395,1.582085,0.081672,0.010691,3.055,0.541,8.874756
KIC7532487,201.83,15.724744,0.01142,0.378734,0.009801,0.000923,0.000686,0.339127,0.005519,86.362478,0.02044,0.151084,0.001268,0.248471,0.013447,0.709967,0.018393,3.83273,0.038989,0.066321,0.082106,4822.7,83.85,0.962,0.015,0.083,-0.015,1.29,0.08,4.58,0.1,69.23208,1.61958,0.039174,0.004055,6.112,1.15,0.975601
KIC7533995,109.103497,9.63856,0.008708,0.133266,0.010951,0.006696,0.000876,0.222353,0.004968,77.312848,0.018572,0.140603,0.004504,0.330216,0.027769,0.628214,0.025561,9999,9999,9999,9999,4650.5,79.4,1.186,0.0255,0.084,-0.011,1.09,0.05,5.91,0.11,9999,9999,9999,9999,7.728,0.8205,1.374869
KIC7538899,114.027723,10.009009,0.007726,0.153211,0.008798,0.007824,0.00097,0.222921,0.005048,77.499844,0.020047,0.129883,0.003198,0.238167,0.02807,0.617795,0.021029,4.098981,0.053075,-0.171933,0.112472,4755.1,89.95,1.245,0.173,-0.022,-0.0105,1.33,0.08,6.24,0.14,26.695166,1.824127,0.045201,0.00485,8.715,1.6425,1.067788
KIC7545765,227.38,18.08334,0.039232,0.403163,0.028105,-0.002573,0.002403,0.423905,0.009627,89.976809,0.124148,0.173837,0.003449,0.770037,0.068151,0.638853,0.029769,3.283776,0.103341,0.208948,0.105153,4936.7,89.15,1.098,0.0685,-0.113,-0.004,1.08,0.08,3.92,0.1,76.730362,3.116115,0.044081,0.007594,9999,9999,1.136005
KIC7546098,160.933465,13.132442,0.01288,0.307544,0.012563,0.000199,0.00099,0.28736,0.005217,82.722912,0.017676,0.147257,0.001911,0.231888,0.01583,0.691557,0.020642,4.323459,0.053613,-0.20526,0.094304,5018.5,93.35,1.183,0.6455,-0.213,0.018,1.17,0.05,4.95,0.09,35.181198,1.840612,0.054305,0.004827,10.287,2.0405,15.367572
KIC7547839,92.911508,8.754502,0.017587,0.206824,0.022863,0.00185,0.002238,0.208838,0.005389,68.456618,0.055771,0.147993,0.008126,0.576132,0.128601,0.649584,0.036934,10.647015,0.07924,0.083298,0.200384,4813.9,90.35,1.241,0.1275,-0.325,0.0125,1.05,0.07,6.21,0.14,9999,9999,9999,9999,9999,9999,1.076323
KIC7550955,110.707657,9.378696,0.01066,0.175126,0.013736,0.006584,0.001394,0.207949,0.004911,73.956731,0.022634,0.114457,0.003056,0.212418,0.03518,0.596823,0.022252,1.006054,0.049605,0.208385,0.130297,4738.4,84.85,1.284,0.1765,0.093,0.0245,1.39,0.07,6.57,0.12,49.024481,2.692814,0.051619,0.006167,4.291,0.8605,1.049667
KIC7581822,162.327294,13.145976,0.005084,0.236036,0.005069,0.00808,0.000371,0.296451,0.004463,83.91232,0.012036,0.141113,0.001526,0.177726,0.010463,0.743752,0.016919,5.448455,0.030076,0.052327,0.055076,4824.4,78.8,1.037,0.02,0.138,-0.014,1.13,0.05,4.9,0.08,65.877933,1.225331,0.062914,0.004393,6.346,0.7815,0.985942
KIC7581869,188.031572,15.189753,0.012884,0.283823,0.010308,0.006578,0.000616,0.356663,0.006521,85.96188,0.030795,0.177908,0.002583,0.274513,0.021904,0.687705,0.026356,9999,9999,9999,9999,5024.7,82.6,1.093,0.011,-0.325,0.0115,0.61,0.06,3.58,0.12,9999,9999,9999,9999,9999,9999,1.050369
KIC7584122,253.52,18.470795,0.014091,0.429324,0.010651,-0.000569,0.000657,0.389096,0.005521,91.101957,0.011485,0.175205,0.001015,0.268119,0.005509,0.700205,0.019605,5.767884,0.035377,0.25348,0.068661,4988.1,78.15,1.09,0.011,-0.166,0.018,1.16,0.06,3.92,0.07,50.169407,1.421397,0.062918,0.004057,7.6,1.222,2.176113
KIC7590575,233.43,17.930227,0.007854,0.367432,0.005778,0.00261,0.000546,0.378897,0.005842,91.120299,0.028904,0.167113,0.001663,0.267047,0.015314,0.714844,0.020582,4.931296,0.110933,0.194007,0.137289,4893.2,85.3,0.918,0.0195,-0.076,-0.0195,1.16,0.07,4.05,0.09,27.15184,4.059267,0.036843,0.00708,8.585,0.491,1.009922
KIC7591451,129.755331,11.027633,0.007238,0.209767,0.008011,0.006295,0.000633,0.245095,0.005021,75.541634,0.0176,0.114877,0.003208,0.185247,0.023537,0.716375,0.02161,9999,9999,9999,9999,4800.2,86.3,1.139,0.0805,-0.023,-0.0075,1.11,0.05,5.44,0.1,9999,9999,9999,9999,6.048,2.1,1.028587
KIC7592311,171.717937,13.555745,0.008147,0.250349,0.008135,0.004978,0.000727,0.295098,0.005116,82.374771,0.017634,0.13861,0.001892,0.223512,0.014968,0.735216,0.016856,4.477103,0.128505,-0.215764,0.115123,4796.8,85.7,1.103,0.0185,0.034,-0.013,1.45,0.09,5.28,0.11,18.806863,2.64683,0.03668,0.00503,4.888,0.5515,0.939783
KIC7594337,99.233805,9.318677,0.010433,0.152512,0.011961,0.004941,0.001207,0.219814,0.004849,75.390441,0.016582,0.146192,0.003651,0.126479,0.029679,0.62729,0.020453,4.383593,0.029243,-0.008746,0.099666,5019.4,88.15,1.261,0.1515,-0.585,0.0015,0.94,0.05,5.72,0.1,76.354962,1.892768,0.074436,0.009316,9999,9999,0.710491
KIC7595722,242.84,17.497675,0.014218,0.363991,0.011891,0.00611,0.001135,0.342139,0.00588,85.502083,0.045445,0.155358,0.001632,0.153285,0.024704,0.693853,0.022387,6.10581,0.057548,0.073687,0.075675,4883,79.4,0.919,0.0015,0.104,0.008,1.36,0.07,4.31,0.08,86.235224,1.636154,0.071345,0.006626,9999,9999,1.024275
KIC7596147,109.15176,9.813158,0.012362,0.154144,0.014465,0.012415,0.001229,0.229612,0.005182,75.774958,0.021137,0.139015,0.003656,0.126255,0.033755,0.648916,0.018625,4.18509,0.045435,0.159638,0.094766,4995,99.05,1.498,0.586,-0.226,-0.0065,1.35,0.08,6.36,0.13,54.241899,1.696856,0.061027,0.0057,9999,9999,1.02813
KIC7597268,214.59,16.564313,0.009374,0.393419,0.007862,0.001465,0.000636,0.352213,0.005551,89.180664,0.028715,0.157393,0.001826,0.261717,0.017041,0.723822,0.020879,3.77634,0.050871,0.067805,0.06669,4631.6,65.95,0.873,0.022,0.221,-0.0095,1.22,0.08,4.33,0.1,71.826988,1.813265,0.046457,0.005743,9999,9999,1.028058
KIC7597640,151.836703,12.60514,0.009501,0.292562,0.009224,0.002993,0.00063,0.28314,0.004591,81.698638,0.016255,0.151138,0.001863,0.189423,0.015634,0.661209,0.016859,3.558632,0.038634,-0.057545,0.062084,4889.6,86.2,1.173,0.0925,-0.22,0,1.32,0.08,5.35,0.12,56.019115,1.534304,0.062583,0.006168,11.177,1.533,1.03129
KIC7601738,142.403375,12.026692,0.012627,0.243408,0.013077,0.006353,0.001486,0.256686,0.006706,81.807236,0.033817,0.135506,0.002321,0.209906,0.036104,0.741034,0.019706,5.823795,0.075595,0.025622,0.097967,4741.1,85.8,1.035,0.196,0.033,0.0165,1.09,0.06,5.09,0.11,50.955461,1.892396,0.044724,0.004675,9999,9999,0.914175
KIC7604896,104.185599,8.911492,0.011396,0.142896,0.015126,0.011378,0.000993,0.198681,0.004464,72.631214,0.026804,0.118269,0.003817,0.225328,0.046602,0.588843,0.019633,4.019074,0.042409,0.087714,0.094066,4764,81.3,1.385,0.2765,-0.005,0.019,1.47,0.07,6.93,0.13,53.344338,4.298438,0.060115,0.00856,3.655,0.5005,0.95846
KIC7609801,123.068776,10.499799,0.009209,0.214389,0.010688,0.004487,0.000937,0.232362,0.005055,77.171232,0.016263,0.138002,0.002335,0.214086,0.021865,0.666997,0.018955,4.198827,0.085917,0.420838,0.111134,4716.4,87.8,1.237,0.2065,-0.011,0.013,1.45,0.09,6.25,0.14,22.351108,1.701955,0.050087,0.006272,6.921,1.141,0.996622
KIC7610274,181.868795,14.332727,0.007264,0.282029,0.007108,0.004287,0.000626,0.320285,0.005495,84.911337,0.015864,0.159206,0.001509,0.277401,0.012184,0.623818,0.019711,3.292042,0.039105,0.179679,0.060946,4896.1,86.35,1.057,0.0255,-0.187,-0.0075,1.18,0.06,4.68,0.09,85.810063,1.375354,0.060169,0.003734,11.208,2.7015,2.165542
KIC7611069,161.19508,12.646291,0.008189,0.236599,0.008703,0.003717,0.000564,0.261932,0.004725,79.198154,0.015634,0.132463,0.001621,0.292187,0.015135,0.61667,0.01637,2.706887,0.036416,0.049858,0.081494,4901.3,78.3,1.13,0.021,-0.01,-0.0225,1.28,0.06,5.22,0.09,54.229629,1.729945,0.04865,0.00445,4.479,0.6715,0.843619
KIC7612519,99.795723,9.320659,0.011237,0.15179,0.013258,0.011162,0.000922,0.226294,0.004703,75.828695,0.021912,0.143032,0.003753,0.102828,0.036698,0.625893,0.020798,6.804954,0.051552,0.104601,0.132264,4835.3,83.4,1.208,0.093,-0.069,0.0125,1.11,0.07,6.11,0.13,32.472777,1.852091,0.08471,0.010626,9999,9999,0.961334
KIC7612755,93.416584,8.441319,0.00909,0.077527,0.012044,0.010329,0.000756,0.197455,0.005262,73.044069,0.022133,0.127508,0.005403,0.156621,0.043688,0.529428,0.024743,9999,9999,9999,9999,4725.6,83,1.233,0.2265,-0.068,0.011,1.33,0.07,6.98,0.13,9999,9999,9999,9999,8.401,1.961,0.916356
KIC7617028,204.77,15.373885,0.00979,0.383463,0.008451,-0.002483,0.000853,0.313949,0.005681,84.050051,0.022322,0.135267,0.001643,0.170494,0.015576,0.717297,0.020628,3.401806,0.06549,0.322629,0.0708,4721.3,84.9,1.025,0.003,0.2,-0.0105,1.31,0.08,4.64,0.1,60.323741,2.192923,0.052761,0.006167,9999,9999,1.018422
KIC7617912,221.66,17.225495,0.008045,0.388719,0.006031,0.003058,0.000452,0.376389,0.005473,89.818018,0.011474,0.171438,0.001092,0.254252,0.006403,0.67006,0.018425,6.135237,0.039151,0.025806,0.061472,4898.5,89.25,0.934,0.0225,-0.084,-0.0105,1.13,0.07,4.1,0.1,58.900537,2.061727,0.042641,0.0041,9.694,1.721,0.99105
KIC7619631,215.8,16.954948,0.013794,0.40959,0.010971,-0.000682,0.001139,0.37816,0.006777,89.678925,0.014247,0.171567,0.001099,0.237821,0.007983,0.758618,0.020602,3.781765,0.039084,0.065572,0.071321,4807.7,88.75,0.905,0.025,0.028,-0.02,1.04,0.07,4.01,0.09,62.548872,1.691212,0.03688,0.003859,9999,9999,1.167893
KIC7619745,172.061564,13.132219,0.005087,0.25264,0.005198,0.003947,0.000455,0.274008,0.004248,78.901378,0.010741,0.13404,0.001731,0.243008,0.009901,0.589619,0.017705,4.719847,0.029084,0.135182,0.056614,5048.7,91.05,1.205,0.058,-0.223,-0.0065,1.43,0.07,5.31,0.09,84.300301,1.347745,0.080523,0.005586,3.395,0.551,0.852924
KIC7619818,187.569091,14.939323,0.014535,0.376812,0.01246,-0.000765,0.001075,0.322704,0.005955,86.60592,0.024092,0.14499,0.001602,0.17049,0.016903,0.715098,0.022197,7.401385,0.046498,-0.369196,0.070267,4764.7,82.05,0.909,0.0215,-0.017,0.02,1.11,0.07,4.47,0.1,79.152039,2.040741,0.037897,0.004264,8.031,0.982,1.552977
KIC7619946,168.169424,13.804983,0.008816,0.247545,0.008202,0.006819,0.000534,0.313415,0.004844,84.319843,0.010958,0.149467,0.00156,0.232516,0.009238,0.774016,0.018109,4.271149,0.030539,-0.018735,0.063709,4864.9,90.1,1.05,0.0185,-0.069,-0.0105,1.07,0.05,4.64,0.08,85.483463,1.589241,0.04702,0.003516,8.339,1.3515,1.140111
KIC7621561,118.474681,10.052279,0.007571,0.170635,0.009355,0.005712,0.000725,0.221741,0.004749,77.314838,0.013783,0.123599,0.002242,0.230675,0.019052,0.642589,0.016087,3.52924,0.030745,-0.209473,0.077231,4702.5,82.4,1.222,0.0965,0.258,0.02,1.2,0.06,5.98,0.11,41.540066,1.848371,0.066966,0.004744,7.507,0.91,0.869366
KIC7621593,130.331437,10.532157,0.006962,0.195066,0.008689,0.005956,0.000613,0.237016,0.004701,75.31508,0.017056,0.126038,0.002565,0.206163,0.022165,0.571317,0.017512,7.834758,0.042758,0.243545,0.068954,4860.8,85.05,1.295,0.278,-0.071,-0.0195,1.43,0.07,6.13,0.11,85.090966,3.238832,0.113848,0.016956,3.549,0.491,1.855751
KIC7624334,99.257499,8.653229,0.010413,0.048772,0.01367,0.009371,0.000891,0.191431,0.004831,72.03571,0.022418,0.129622,0.004584,0.166629,0.043095,0.622356,0.023293,4.518668,0.043621,0.347212,0.099879,4741.9,97.05,1.38,0.364,-0.065,0.0095,1.37,0.08,6.89,0.15,9999,9999,9999,9999,9999,9999,1.011981
KIC7629559,96.067755,8.36148,0.009017,0.115229,0.012834,0.009721,0.000961,0.192698,0.004523,73.594473,0.021136,0.114452,0.00333,0.082961,0.036289,0.531729,0.021738,6.024858,0.029221,0.049503,0.076705,4625.3,87.25,1.285,0.2745,0.304,0.003,1.37,0.07,7.07,0.13,62.217086,2.912805,0.067535,0.009977,9999,9999,1.166604
KIC7630302,145.418555,12.054925,0.006627,0.230834,0.006975,0.003993,0.000407,0.266176,0.004998,79.93626,0.009839,0.143966,0.001714,0.23917,0.010519,0.706872,0.017568,3.729372,0.026799,0.21866,0.063871,4936.3,83.8,1.131,0.0345,-0.114,0.019,1.19,0.06,5.28,0.09,43.936767,1.33463,0.068567,0.005024,8.066,1.742,0.980837
KIC7630743,173.182685,14.12351,0.008614,0.288895,0.008117,0.00576,0.000632,0.319651,0.004535,85.170604,0.022525,0.146849,0.002139,0.232524,0.018835,0.734242,0.018629,0.424599,0.045541,0.352568,0.109095,4819.5,87.3,1.019,0.0345,0.039,0.0195,1.03,0.05,4.52,0.08,79.902522,5.123982,0.041364,0.007487,11.181,0.44,1.069665
KIC7660221,232.35,17.47793,0.013509,0.417292,0.010689,0.001106,0.001048,0.368016,0.006928,89.323842,0.026289,0.168391,0.001282,0.269024,0.013981,0.664883,0.021313,4.572219,0.0539,0.154874,0.075114,4951.6,82.25,0.98,0.022,-0.069,-0.026,1.34,0.09,4.33,0.1,53.601221,2.323563,0.050466,0.004489,9999,9999,1.008797
KIC7661080,153.34289,12.6096,0.012389,0.23919,0.011717,0.004063,0.000924,0.271837,0.005678,82.825969,0.026283,0.130447,0.001752,0.277437,0.024728,0.749214,0.018458,4.440951,0.040331,0.116329,0.07171,4811.5,85.9,1.084,0.0165,-0.021,-0.0015,1.27,0.08,5.27,0.11,41.079464,1.792739,0.043959,0.004526,9999,9999,1.048863
KIC7661600,170.880489,13.468766,0.006146,0.242318,0.005735,0.006231,0.000473,0.29438,0.005524,81.751709,0.014545,0.136358,0.001685,0.233951,0.012523,0.714278,0.016748,4.311844,0.033041,0.218919,0.061238,4789,81.25,1.073,0.028,0.097,0.019,1.45,0.09,5.29,0.11,86.098586,1.268275,0.059983,0.005326,4.863,0.852,1.065349
KIC7667568,222.45,17.691013,0.03388,0.410243,0.02464,-0.001059,0.002833,0.381393,0.009914,90.545266,0.048616,0.198892,0.001912,0.268774,0.026449,0.606107,0.031947,2.998291,0.054641,0.013557,0.112072,5047.2,84.35,0.971,0.0245,-0.491,-0.001,1.21,0.1,4.18,0.11,68.322782,3.194342,0.03178,0.004528,9999,9999,1.017486
KIC7673438,105.259113,9.430925,0.009689,0.189609,0.011399,0.007707,0.000867,0.22937,0.005298,76.03733,0.019039,0.137085,0.003481,0.105094,0.029857,0.625249,0.020584,5.562083,0.030336,0.097811,0.081235,4737.5,85.05,1.202,0.144,-0.007,0.0105,1.38,0.09,6.61,0.15,73.681473,2.264577,0.058437,0.010844,9999,9999,0.917913
KIC7674144,95.138369,8.904663,0.013736,0.129189,0.017308,0.006874,0.001449,0.208711,0.005084,75.488151,0.023816,0.137138,0.005033,0.259494,0.042982,0.59384,0.025718,9999,9999,9999,9999,4796.5,80.45,1.197,0.155,-0.261,0.005,1.29,0.08,6.69,0.15,9999,9999,9999,9999,9999,9999,1.131209
KIC7674224,132.184695,10.774178,0.008762,0.207064,0.010533,0.00477,0.000758,0.21937,0.005076,77.112737,0.013304,0.119843,0.001877,0.196339,0.017327,0.635997,0.017509,4.629282,0.030776,-0.004282,0.064445,4757.2,79,1.204,0.031,0.143,0.0185,1.53,0.08,6.24,0.11,61.048239,1.434907,0.058228,0.00605,6.336,0.962,0.851784
KIC7679756,194.449481,14.945267,0.008412,0.312243,0.007376,0.002493,0.000509,0.329445,0.004488,82.863245,0.015406,0.157321,0.001351,0.264651,0.011772,0.614013,0.016994,8.390017,0.03506,0.245288,0.061076,5019.8,81.2,1.151,0.02,-0.324,0.0205,1.27,0.06,4.67,0.08,75.84152,1.354322,0.057988,0.003755,9999,9999,1.064907
KIC7685657,93.360534,8.431501,0.011991,0.142405,0.015683,0.002744,0.001046,0.182359,0.005821,74.037293,0.019305,0.131539,0.003487,0.199855,0.037262,0.541515,0.019475,5.261497,0.032923,0.122966,0.091841,4716.9,90,1.336,0.2675,-0.016,-0.006,1.4,0.09,7.11,0.16,62.829125,1.891747,0.078265,0.008655,9999,9999,1.00453
KIC7685766,144.291535,11.546965,0.009365,0.259621,0.009952,0.000649,0.000555,0.236142,0.005225,77.328917,0.020174,0.11742,0.002731,0.323988,0.02383,0.648975,0.022209,4.848408,0.037437,0.047519,0.065384,4789.5,79.15,0.627,0.3565,0.072,-0.004,1.61,0.1,6.06,0.14,84.801712,1.736936,0.060152,0.007294,9999,9999,27.884157
